Tag	dynamicColors	mergedColors
ST6GALNAC6	lightgreen	darkgreen
ST7	grey	grey
ST7L	grey	grey
ST8SIA2	grey	grey
ST8SIA4	brown	brown
ST8SIA6	grey	grey
STAB1	brown	brown
STAC	grey	grey
STAC2	grey	grey
STAC3	brown	brown
STAG1	sienna3	darkgreen
STAG2	salmon	darkgreen
STAG3	red	red
STAM	turquoise	darkgreen
STAM2	steelblue	darkgreen
STAMBP	cyan	darkgreen
STAMBPL1	brown	brown
STAP1	brown	brown
STAP2	grey	grey
STAR	blue	blue
STARD10	grey	grey
STARD13	brown	brown
STARD3	darkturquoise	darkgreen
STARD3NL	thistle1	darkgreen
STARD4	saddlebrown	darkgreen
STARD7	turquoise	darkgreen
STARD8	brown	brown
STARD9	red	red
STAT1	darkmagenta	darkmagenta
STAT2	darkmagenta	darkmagenta
STAT3	darkturquoise	darkgreen
STAT4	violet	brown
STAT5A	brown	brown
STAT5B	darkturquoise	darkgreen
STAT6	turquoise	darkgreen
STAU1	orange	darkgreen
STAU2	turquoise	darkgreen
STBD1	grey	grey
STC1	grey	grey
STC2	grey	grey
STEAP1	grey	grey
STEAP1B	grey	grey
STEAP2	grey	grey
STEAP3	grey	grey
STEAP4	grey	grey
STIL	yellow	yellow
STIM1	darkorange2	darkgreen
STIM2	royalblue	darkgreen
STIP1	darkolivegreen	darkgreen
STK10	brown	brown
STK11	orangered4	orangered4
STK11IP	turquoise	darkgreen
STK16	steelblue	darkgreen
STK17A	grey	grey
STK17B	brown	brown
STK19	magenta	darkgreen
STK24	skyblue	darkgreen
STK25	turquoise	darkgreen
STK26	grey	grey
STK3	plum2	plum2
STK31	grey	grey
STK32A	grey	grey
STK32B	grey	grey
STK32C	grey	grey
STK33	green	green
STK35	navajowhite2	navajowhite2
STK36	turquoise	darkgreen
STK38	magenta	darkgreen
STK38L	brown4	brown4
STK39	grey	grey
STK4	orange	darkgreen
STK40	pink	darkgreen
STKLD1	lightgreen	darkgreen
STMN1	yellow	yellow
STMN3	blue	blue
STMND1	green	green
STMP1	turquoise	darkgreen
STN1	floralwhite	darkgreen
STOM	brown	brown
STOML1	darkred	darkgreen
STOML2	darkslateblue	darkslateblue
STON1	cyan	darkgreen
STON2	grey	grey
STOX1	grey	grey
STOX2	darkgreen	darkgreen
STPG1	green	green
STPG3	grey	grey
STRA6	grey	grey
STRA8	grey	grey
STRADA	bisque4	bisque4
STRADB	steelblue	darkgreen
STRAP	brown4	brown4
STRBP	midnightblue	darkgreen
STRIP1	turquoise	darkgreen
STRIP2	yellow	yellow
STRN	cyan	darkgreen
STRN3	greenyellow	darkgreen
STRN4	paleturquoise	paleturquoise
STS	grey	grey
STT3A	yellowgreen	darkgreen
STT3B	purple	darkgreen
STUB1	lightsteelblue1	lightsteelblue1
STUM	grey	grey
STX10	thistle2	salmon4
STX11	brown	brown
STX12	brown	brown
STX16	orange	darkgreen
STX16-NPEPL1	red	red
STX17	midnightblue	darkgreen
STX18	grey	grey
STX19	grey	grey
STX1A	turquoise	darkgreen
STX1B	grey	grey
STX2	blue	blue
STX3	darkolivegreen	darkgreen
STX4	brown	brown
STX5	darkolivegreen	darkgreen
STX6	turquoise	darkgreen
STX7	lightcyan1	darkgreen
STX8	grey	grey
STXBP1	lightgreen	darkgreen
STXBP2	orangered4	orangered4
STXBP3	turquoise	darkgreen
STXBP4	bisque4	bisque4
STXBP5	lightcyan1	darkgreen
STXBP6	grey	grey
STYK1	grey	grey
STYX	greenyellow	darkgreen
STYXL1	grey	grey
SUB1	grey	grey
SUCLA2	skyblue	darkgreen
SUCLG1	cyan	darkgreen
SUCLG2	purple	darkgreen
SUCNR1	brown	brown
SUCO	lightcyan	darkgreen
SUDS3	black	darkgreen
SUFU	floralwhite	darkgreen
SUGCT	blue	blue
SUGP1	salmon4	salmon4
SUGP2	salmon4	salmon4
SUGT1	skyblue	darkgreen
SULF1	blue	blue
SULF2	blue	blue
SULT1A1	grey	grey
SULT1A2	grey	grey
SULT1C2	grey	grey
SULT1C4	turquoise	darkgreen
SULT2B1	grey	grey
SULT4A1	grey	grey
SUMF1	purple	darkgreen
SUMF2	grey	grey
SUMO1	steelblue	darkgreen
SUMO2	mediumpurple3	bisque4
SUMO3	grey	grey
SUN1	thistle1	darkgreen
SUN2	grey60	darkgreen
SUOX	turquoise	darkgreen
SUPT16H	turquoise	darkgreen
SUPT20H	skyblue	darkgreen
SUPT3H	magenta	darkgreen
SUPT4H1	bisque4	bisque4
SUPT5H	darkgrey	darkgrey
SUPT6H	turquoise	darkgreen
SUPT7L	cyan	darkgreen
SUPV3L1	turquoise	darkgreen
SURF1	grey	grey
SURF2	grey	grey
SURF4	lightgreen	darkgreen
SURF6	lightgreen	darkgreen
SUSD1	blue	blue
SUSD2	grey	grey
SUSD3	grey	grey
SUSD4	grey	grey
SUSD5	blue	blue
SUSD6	brown	brown
SUV39H1	yellow	yellow
SUV39H2	yellow	yellow
SUZ12	darkturquoise	darkgreen
SV2A	turquoise	darkgreen
SV2C	grey	grey
SVBP	grey	grey
SVEP1	blue	blue
SVIL	turquoise	darkgreen
SVIP	grey	grey
SVOPL	grey	grey
SWAP70	darkorange2	darkgreen
SWI5	grey	grey
SWSAP1	thistle2	salmon4
SWT1	lightcyan	darkgreen
SYAP1	salmon	darkgreen
SYBU	grey	grey
SYCE1L	grey	grey
SYCE2	thistle2	salmon4
SYCE3	grey	grey
SYCP2	grey	grey
SYDE1	blue	blue
SYDE2	turquoise	darkgreen
SYF2	pink	darkgreen
SYK	midnightblue	darkgreen
SYMPK	paleturquoise	paleturquoise
SYN1	grey	grey
SYN2	grey	grey
SYNC	turquoise	darkgreen
SYNCRIP	maroon	darkgreen
SYNDIG1	grey	grey
SYNDIG1L	grey	grey
SYNE1	blue	blue
SYNE2	greenyellow	darkgreen
SYNE3	blue	blue
SYNE4	grey	grey
SYNGAP1	red	red
SYNGR1	blue	blue
SYNGR2	mediumpurple3	bisque4
SYNGR3	grey	grey
SYNGR4	grey	grey
SYNJ1	turquoise	darkgreen
SYNJ2	lightcyan1	darkgreen
SYNJ2BP	greenyellow	darkgreen
SYNM	yellow	yellow
SYNPO	brown	brown
SYNPO2	blue	blue
SYNRG	darkturquoise	darkgreen
SYP	grey	grey
SYPL1	turquoise	darkgreen
SYS1	orange	darkgreen
SYT1	grey	grey
SYT11	turquoise	darkgreen
SYT12	grey	grey
SYT13	grey	grey
SYT17	grey	grey
SYT2	grey	grey
SYT3	grey	grey
SYT5	grey	grey
SYT7	blue	blue
SYT8	grey	grey
SYTL1	green	green
SYTL2	blue	blue
SYTL3	green	green
SYTL4	blue	blue
SYVN1	darkolivegreen	darkgreen
SZRD1	pink	darkgreen
SZT2	pink	darkgreen
TAB1	grey60	darkgreen
TAB2	lightcyan1	darkgreen
TAB3	salmon	darkgreen
TACC1	brown	brown
TACC2	turquoise	darkgreen
TACC3	yellow	yellow
TACO1	bisque4	bisque4
TACR1	grey	grey
TACR2	grey	grey
TACSTD2	grey	grey
TADA1	lightcyan	darkgreen
TADA2A	darkturquoise	darkgreen
TADA2B	royalblue	darkgreen
TADA3	purple	darkgreen
TAF1	salmon	darkgreen
TAF10	grey	grey
TAF11	magenta	darkgreen
TAF12	grey	grey
TAF13	grey	grey
TAF15	darkturquoise	darkgreen
TAF1A	lightcyan	darkgreen
TAF1B	cyan	darkgreen
TAF1C	tan	darkgreen
TAF1D	yellowgreen	darkgreen
TAF2	plum2	plum2
TAF3	turquoise	darkgreen
TAF4	orange	darkgreen
TAF4B	honeydew1	darkgreen
TAF5	floralwhite	darkgreen
TAF5L	lightcyan	darkgreen
TAF6	turquoise	darkgreen
TAF6L	darkolivegreen	darkgreen
TAF7	plum1	darkgreen
TAF8	magenta	darkgreen
TAF9	saddlebrown	darkgreen
TAF9B	salmon	darkgreen
TAFA3	grey	grey
TAFA5	blue	blue
TAGAP	brown	brown
TAGLN	blue	blue
TAGLN2	grey	grey
TALDO1	darkorange2	darkgreen
TAMM41	purple	darkgreen
TANC1	turquoise	darkgreen
TANC2	bisque4	bisque4
TANGO2	grey60	darkgreen
TANGO6	tan	darkgreen
TANK	grey	grey
TAOK1	darkturquoise	darkgreen
TAOK2	skyblue3	darkgreen
TAOK3	brown	brown
TAP1	violet	brown
TAP2	darkmagenta	darkmagenta
TAPBP	darkmagenta	darkmagenta
TAPBPL	brown	brown
TAPT1	royalblue	darkgreen
TARBP1	red	red
TARBP2	black	darkgreen
TARDBP	turquoise	darkgreen
TARS2	turquoise	darkgreen
TAS1R1	grey	grey
TAS1R3	grey	grey
TAS2R14	red	red
TAS2R20	red	red
TAS2R4	red	red
TAS2R5	red	red
TASOR	purple	darkgreen
TASOR2	turquoise	darkgreen
TASP1	navajowhite2	navajowhite2
TATDN1	plum2	plum2
TATDN2	purple	darkgreen
TATDN3	lightcyan	darkgreen
TAX1BP1	thistle1	darkgreen
TAX1BP3	grey	grey
TAZ	turquoise	darkgreen
TBC1D1	royalblue	darkgreen
TBC1D10A	grey60	darkgreen
TBC1D10B	skyblue3	darkgreen
TBC1D10C	violet	brown
TBC1D12	floralwhite	darkgreen
TBC1D13	lightgreen	darkgreen
TBC1D14	royalblue	darkgreen
TBC1D15	black	darkgreen
TBC1D16	turquoise	darkgreen
TBC1D17	paleturquoise	paleturquoise
TBC1D19	royalblue	darkgreen
TBC1D2	midnightblue	darkgreen
TBC1D20	navajowhite2	navajowhite2
TBC1D22A	grey60	darkgreen
TBC1D22B	magenta	darkgreen
TBC1D23	sienna3	darkgreen
TBC1D24	lightsteelblue1	lightsteelblue1
TBC1D25	grey	grey
TBC1D2B	darkred	darkgreen
TBC1D30	grey	grey
TBC1D31	plum2	plum2
TBC1D32	lightcyan1	darkgreen
TBC1D3L	grey	grey
TBC1D4	tan	darkgreen
TBC1D5	purple	darkgreen
TBC1D7	magenta	darkgreen
TBC1D8	turquoise	darkgreen
TBC1D8B	blue	blue
TBC1D9	darkgreen	darkgreen
TBC1D9B	plum1	darkgreen
TBCA	grey	grey
TBCB	darkgrey	darkgrey
TBCC	magenta	darkgreen
TBCCD1	lightpink4	darkgreen
TBCD	mediumpurple3	bisque4
TBCE	lightcyan	darkgreen
TBCEL	yellowgreen	darkgreen
TBCK	darkgreen	darkgreen
TBK1	black	darkgreen
TBKBP1	turquoise	darkgreen
TBL1X	grey	grey
TBL1XR1	lightpink4	darkgreen
TBL2	turquoise	darkgreen
TBL3	lightsteelblue1	lightsteelblue1
TBP	lightcyan1	darkgreen
TBPL1	lightcyan1	darkgreen
TBRG1	yellowgreen	darkgreen
TBRG4	thistle1	darkgreen
TBX1	grey	grey
TBX18	grey	grey
TBX19	red	red
TBX2	grey	grey
TBX21	violet	brown
TBX3	grey	grey
TBX6	grey	grey
TBXA2R	blue	blue
TBXAS1	brown	brown
TC2N	grey	grey
TCAF1	darkseagreen4	darkgreen
TCAF2	brown	brown
TCAIM	purple	darkgreen
TCAP	grey	grey
TCEA1	turquoise	darkgreen
TCEA2	grey	grey
TCEA3	blue	blue
TCEAL1	grey	grey
TCEAL2	blue	blue
TCEAL3	grey	grey
TCEAL4	grey	grey
TCEAL5	grey	grey
TCEAL7	blue	blue
TCEAL8	grey	grey
TCEAL9	grey	grey
TCEANC	salmon	darkgreen
TCEANC2	turquoise	darkgreen
TCERG1	plum1	darkgreen
TCF12	ivory	darkgreen
TCF15	grey	grey
TCF19	yellow	yellow
TCF20	grey60	darkgreen
TCF21	blue	blue
TCF23	grey	grey
TCF25	tan	darkgreen
TCF3	orangered4	orangered4
TCF4	blue	blue
TCF7	grey	grey
TCF7L1	grey	grey
TCF7L2	turquoise	darkgreen
TCFL5	orange	darkgreen
TCHP	black	darkgreen
TCIM	blue	blue
TCIRG1	brown	brown
TCN2	brown	brown
TCOF1	plum1	darkgreen
TCP1	lightcyan1	darkgreen
TCP10L	green	green
TCP11	green	green
TCP11L1	brown	brown
TCP11L2	black	darkgreen
TCTA	grey	grey
TCTE3	lightcyan1	darkgreen
TCTEX1D2	grey	grey
TCTEX1D4	green	green
TCTN1	green	green
TCTN2	black	darkgreen
TCTN3	floralwhite	darkgreen
TDG	black	darkgreen
TDO2	blue	blue
TDP1	greenyellow	darkgreen
TDP2	magenta	darkgreen
TDRD3	skyblue	darkgreen
TDRD5	grey	grey
TDRD7	darkmagenta	darkmagenta
TDRKH	turquoise	darkgreen
TDRP	palevioletred3	palevioletred3
TEAD1	turquoise	darkgreen
TEAD2	paleturquoise	paleturquoise
TEAD3	magenta	darkgreen
TEAD4	brown4	brown4
TEC	turquoise	darkgreen
TECPR1	turquoise	darkgreen
TECPR2	greenyellow	darkgreen
TECR	salmon4	salmon4
TEDC1	greenyellow	darkgreen
TEDC2	yellow	yellow
TEF	grey60	darkgreen
TEFM	darkturquoise	darkgreen
TEK	blue	blue
TEKT1	green	green
TEKT2	green	green
TEKT4	green	green
TELO2	lightsteelblue1	lightsteelblue1
TEN1-CDK3	red	red
TENM3	blue	blue
TENM4	turquoise	darkgreen
TENT2	saddlebrown	darkgreen
TENT4A	turquoise	darkgreen
TENT4B	tan	darkgreen
TENT5A	brown	brown
TENT5B	grey	grey
TENT5C	grey	grey
TEP1	turquoise	darkgreen
TEPP	grey	grey
TEPSIN	mediumpurple3	bisque4
TERF1	turquoise	darkgreen
TERF2	tan	darkgreen
TERF2IP	tan	darkgreen
TERT	grey	grey
TES	grey	grey
TESC	blue	blue
TESK1	darkslateblue	darkslateblue
TESK2	pink	darkgreen
TESMIN	grey	grey
TESPA1	violet	brown
TET1	turquoise	darkgreen
TET2	darkgreen	darkgreen
TET3	turquoise	darkgreen
TEX10	midnightblue	darkgreen
TEX101	grey	grey
TEX2	bisque4	bisque4
TEX22	grey	grey
TEX261	turquoise	darkgreen
TEX264	grey	grey
TEX29	blue	blue
TEX30	skyblue	darkgreen
TEX45	grey	grey
TEX9	green	green
TFAM	grey	grey
TFAP2A	grey	grey
TFAP2C	grey	grey
TFAP2E	grey	grey
TFAP4	lightsteelblue1	lightsteelblue1
TFB1M	lightcyan1	darkgreen
TFB2M	lightcyan	darkgreen
TFCP2	black	darkgreen
TFCP2L1	grey	grey
TFDP1	skyblue	darkgreen
TFDP2	sienna3	darkgreen
TFE3	lightyellow	darkgreen
TFEB	brown	brown
TFEC	brown	brown
TFF1	grey	grey
TFF2	blue	blue
TFF3	grey	grey
TFG	sienna3	darkgreen
TFIP11	grey60	darkgreen
TFPI	blue	blue
TFPI2	grey	grey
TFPT	white	paleturquoise
TFR2	grey	grey
TFRC	lightpink4	darkgreen
TGDS	skyblue	darkgreen
TGFA	grey	grey
TGFB1	brown	brown
TGFB1I1	blue	blue
TGFB2	grey	grey
TGFB3	blue	blue
TGFBI	brown	brown
TGFBR1	midnightblue	darkgreen
TGFBR2	brown	brown
TGFBR3	grey	grey
TGFBR3L	grey	grey
TGFBRAP1	turquoise	darkgreen
TGIF1	grey	grey
TGIF2	orange	darkgreen
TGIF2-RAB5IF	grey	grey
TGM1	grey	grey
TGM2	blue	blue
TGOLN2	turquoise	darkgreen
TGS1	turquoise	darkgreen
THADA	turquoise	darkgreen
THAP1	grey	grey
THAP10	darkred	darkgreen
THAP11	tan	darkgreen
THAP12	turquoise	darkgreen
THAP2	black	darkgreen
THAP3	pink	darkgreen
THAP4	turquoise	darkgreen
THAP5	turquoise	darkgreen
THAP6	royalblue	darkgreen
THAP7	grey60	darkgreen
THAP8	darkgrey	darkgrey
THAP9	darkgreen	darkgreen
THBD	brown	brown
THBS1	blue	blue
THBS2	blue	blue
THBS3	turquoise	darkgreen
THBS4	grey	grey
THEM4	turquoise	darkgreen
THEM5	grey	grey
THEM6	lavenderblush3	lavenderblush3
THEMIS	violet	brown
THEMIS2	brown	brown
THG1L	plum1	darkgreen
THNSL1	grey	grey
THNSL2	grey	grey
THOC1	turquoise	darkgreen
THOC2	steelblue	darkgreen
THOC3	grey	grey
THOC5	grey60	darkgreen
THOC6	lightsteelblue1	lightsteelblue1
THOC7	grey	grey
THOP1	orangered4	orangered4
THRA	darkturquoise	darkgreen
THRAP3	pink	darkgreen
THRB	grey	grey
THRSP	grey	grey
THSD1	blue	blue
THSD4	grey	grey
THSD7A	grey	grey
THSD7B	grey	grey
THTPA	turquoise	darkgreen
THUMPD1	skyblue3	darkgreen
THUMPD2	cyan	darkgreen
THUMPD3	purple	darkgreen
THY1	blue	blue
THYN1	yellowgreen	darkgreen
TIA1	red	red
TIAF1	turquoise	darkgreen
TIAL1	turquoise	darkgreen
TIAM1	turquoise	darkgreen
TIAM2	lightcyan1	darkgreen
TICAM1	orangered4	orangered4
TICRR	yellow	yellow
TIE1	blue	blue
TIFA	darkgreen	darkgreen
TIGAR	brown4	brown4
TIGD1	steelblue	darkgreen
TIGD2	darkgreen	darkgreen
TIGD3	grey	grey
TIGD4	green	green
TIGD5	lavenderblush3	lavenderblush3
TIGD6	plum1	darkgreen
TIGD7	lightsteelblue1	lightsteelblue1
TIGIT	violet	brown
TIMD4	brown	brown
TIMELESS	yellow	yellow
TIMM10	grey	grey
TIMM10B	darkorange2	darkgreen
TIMM13	grey	grey
TIMM17A	grey	grey
TIMM17B	grey	grey
TIMM21	honeydew1	darkgreen
TIMM22	lightyellow	darkgreen
TIMM23	grey	grey
TIMM23B	turquoise	darkgreen
TIMM29	thistle2	salmon4
TIMM44	orangered4	orangered4
TIMM50	darkgrey	darkgrey
TIMM8A	grey	grey
TIMM8B	grey	grey
TIMM9	darkorange	darkorange
TIMMDC1	grey	grey
TIMP1	grey	grey
TIMP2	blue	blue
TIMP3	blue	blue
TIMP4	grey	grey
TINAGL1	grey	grey
TINCR	grey	grey
TINF2	turquoise	darkgreen
TIPARP	sienna3	darkgreen
TIPIN	yellow	yellow
TIPRL	lightcyan	darkgreen
TIRAP	yellowgreen	darkgreen
TJAP1	magenta	darkgreen
TJP1	ivory	darkgreen
TJP2	midnightblue	darkgreen
TJP3	grey	grey
TK1	yellow	yellow
TK2	tan	darkgreen
TKFC	darkolivegreen	darkgreen
TKT	purple	darkgreen
TLCD1	grey	grey
TLCD2	lightyellow	darkgreen
TLCD3A	lightyellow	darkgreen
TLCD4	grey	grey
TLCD5	yellowgreen	darkgreen
TLDC2	grey	grey
TLE1	midnightblue	darkgreen
TLE2	grey	grey
TLE3	turquoise	darkgreen
TLE4	brown	brown
TLE5	grey	grey
TLE6	grey	grey
TLK1	steelblue	darkgreen
TLK2	bisque4	bisque4
TLN1	darkslateblue	darkslateblue
TLN2	darkred	darkgreen
TLNRD1	darkred	darkgreen
TLR1	brown	brown
TLR10	brown	brown
TLR2	brown	brown
TLR3	darkmagenta	darkmagenta
TLR4	brown	brown
TLR5	brown	brown
TLR6	brown	brown
TLR7	brown	brown
TLR8	brown	brown
TM2D1	grey	grey
TM2D2	palevioletred3	palevioletred3
TM2D3	darkred	darkgreen
TM4SF1	grey	grey
TM4SF18	blue	blue
TM6SF1	brown	brown
TM6SF2	blue	blue
TM7SF2	grey	grey
TM7SF3	brown4	brown4
TM9SF1	turquoise	darkgreen
TM9SF2	skyblue	darkgreen
TM9SF3	floralwhite	darkgreen
TM9SF4	orange	darkgreen
TMA16	darkgreen	darkgreen
TMA7	brown	brown
TMBIM1	brown	brown
TMBIM4	grey	grey
TMBIM6	black	darkgreen
TMC4	grey	grey
TMC5	grey	grey
TMC6	mediumpurple3	bisque4
TMC7	turquoise	darkgreen
TMC8	brown	brown
TMCC1	sienna3	darkgreen
TMCC2	grey	grey
TMCC3	grey	grey
TMCO1	grey	grey
TMCO3	skyblue	darkgreen
TMCO4	pink	darkgreen
TMCO6	plum1	darkgreen
TMED1	thistle2	salmon4
TMED10	greenyellow	darkgreen
TMED2	black	darkgreen
TMED3	grey	grey
TMED4	thistle1	darkgreen
TMED5	midnightblue	darkgreen
TMED7	saddlebrown	darkgreen
TMED8	greenyellow	darkgreen
TMED9	plum1	darkgreen
TMEFF1	turquoise	darkgreen
TMEM100	grey	grey
TMEM101	grey	grey
TMEM102	lightyellow	darkgreen
TMEM104	mediumpurple3	bisque4
TMEM106A	brown	brown
TMEM106B	thistle1	darkgreen
TMEM106C	yellow	yellow
TMEM107	grey	grey
TMEM108	grey	grey
TMEM109	darkolivegreen	darkgreen
TMEM115	purple	darkgreen
TMEM116	black	darkgreen
TMEM117	grey	grey
TMEM119	blue	blue
TMEM120A	grey	grey
TMEM120B	black	darkgreen
TMEM121	grey	grey
TMEM121B	brown	brown
TMEM123	yellowgreen	darkgreen
TMEM125	grey	grey
TMEM126A	grey	grey
TMEM126B	grey	grey
TMEM127	turquoise	darkgreen
TMEM128	royalblue	darkgreen
TMEM129	royalblue	darkgreen
TMEM130	blue	blue
TMEM131	turquoise	darkgreen
TMEM131L	darkgreen	darkgreen
TMEM132A	grey	grey
TMEM132B	grey	grey
TMEM132C	grey	grey
TMEM132E	blue	blue
TMEM134	grey	grey
TMEM135	yellowgreen	darkgreen
TMEM138	darkolivegreen	darkgreen
TMEM139	grey	grey
TMEM140	brown	brown
TMEM141	grey	grey
TMEM143	paleturquoise	paleturquoise
TMEM144	darkgreen	darkgreen
TMEM147	darkgrey	darkgrey
TMEM14A	grey	grey
TMEM14B	magenta	darkgreen
TMEM14C	magenta	darkgreen
TMEM150A	grey	grey
TMEM150B	brown	brown
TMEM150C	blue	blue
TMEM151A	grey	grey
TMEM154	brown	brown
TMEM156	brown	brown
TMEM158	blue	blue
TMEM159	grey	grey
TMEM160	yellow	yellow
TMEM161A	salmon4	salmon4
TMEM161B	saddlebrown	darkgreen
TMEM163	grey	grey
TMEM164	salmon	darkgreen
TMEM165	royalblue	darkgreen
TMEM167A	saddlebrown	darkgreen
TMEM167B	turquoise	darkgreen
TMEM168	turquoise	darkgreen
TMEM169	grey	grey
TMEM17	green	green
TMEM170A	tan	darkgreen
TMEM170B	magenta	darkgreen
TMEM171	grey	grey
TMEM175	royalblue	darkgreen
TMEM176A	brown	brown
TMEM176B	brown	brown
TMEM177	grey	grey
TMEM178A	grey	grey
TMEM179B	grey	grey
TMEM18	darkorange	darkorange
TMEM181	lightcyan1	darkgreen
TMEM182	cyan	darkgreen
TMEM183A	lightcyan	darkgreen
TMEM184A	thistle1	darkgreen
TMEM184B	grey60	darkgreen
TMEM184C	darkgreen	darkgreen
TMEM185A	salmon	darkgreen
TMEM185B	turquoise	darkgreen
TMEM186	skyblue3	darkgreen
TMEM187	salmon	darkgreen
TMEM189	orange	darkgreen
TMEM19	black	darkgreen
TMEM190	green	green
TMEM191B	grey	grey
TMEM192	darkgreen	darkgreen
TMEM198	grey	grey
TMEM199	darkturquoise	darkgreen
TMEM200A	blue	blue
TMEM200B	blue	blue
TMEM200C	grey	grey
TMEM201	pink	darkgreen
TMEM203	lightgreen	darkgreen
TMEM204	blue	blue
TMEM205	thistle2	salmon4
TMEM208	grey	grey
TMEM209	darkseagreen4	darkgreen
TMEM211	grey	grey
TMEM214	cyan	darkgreen
TMEM215	blue	blue
TMEM216	grey	grey
TMEM217	magenta	darkgreen
TMEM218	yellowgreen	darkgreen
TMEM219	grey	grey
TMEM220	grey	grey
TMEM221	grey	grey
TMEM222	pink	darkgreen
TMEM223	grey	grey
TMEM225B	grey	grey
TMEM229B	brown	brown
TMEM230	navajowhite2	navajowhite2
TMEM231	green	green
TMEM233	blue	blue
TMEM234	pink	darkgreen
TMEM237	steelblue	darkgreen
TMEM238	grey	grey
TMEM240	grey	grey
TMEM241	grey	grey
TMEM242	lightcyan1	darkgreen
TMEM243	grey	grey
TMEM245	midnightblue	darkgreen
TMEM248	turquoise	darkgreen
TMEM249	lavenderblush3	lavenderblush3
TMEM25	yellowgreen	darkgreen
TMEM250	lightgreen	darkgreen
TMEM251	greenyellow	darkgreen
TMEM254	grey	grey
TMEM255A	blue	blue
TMEM255B	blue	blue
TMEM256	grey	grey
TMEM258	turquoise	darkgreen
TMEM259	orangered4	orangered4
TMEM26	blue	blue
TMEM260	greenyellow	darkgreen
TMEM263	black	darkgreen
TMEM266	grey	grey
TMEM267	turquoise	darkgreen
TMEM268	midnightblue	darkgreen
TMEM270	grey	grey
TMEM273	brown	brown
TMEM30A	maroon	darkgreen
TMEM30B	greenyellow	darkgreen
TMEM31	grey	grey
TMEM33	royalblue	darkgreen
TMEM35A	grey	grey
TMEM35B	grey	grey
TMEM37	grey	grey
TMEM38A	salmon4	salmon4
TMEM38B	midnightblue	darkgreen
TMEM39A	sienna3	darkgreen
TMEM39B	pink	darkgreen
TMEM41A	lightpink4	darkgreen
TMEM41B	darkorange2	darkgreen
TMEM42	grey	grey
TMEM43	purple	darkgreen
TMEM44	lightpink4	darkgreen
TMEM45A	blue	blue
TMEM45B	grey	grey
TMEM47	blue	blue
TMEM50A	grey	grey
TMEM50B	grey	grey
TMEM51	brown	brown
TMEM52	grey	grey
TMEM52B	brown	brown
TMEM53	grey	grey
TMEM54	grey	grey
TMEM59	grey	grey
TMEM59L	green	green
TMEM60	grey	grey
TMEM61	grey	grey
TMEM62	ivory	darkgreen
TMEM63A	turquoise	darkgreen
TMEM63B	magenta	darkgreen
TMEM63C	grey	grey
TMEM64	grey	grey
TMEM65	plum2	plum2
TMEM67	green	green
TMEM68	turquoise	darkgreen
TMEM69	yellow	yellow
TMEM70	grey	grey
TMEM71	brown	brown
TMEM74B	grey	grey
TMEM79	turquoise	darkgreen
TMEM80	darkorange2	darkgreen
TMEM81	grey	grey
TMEM86A	brown	brown
TMEM86B	white	paleturquoise
TMEM87A	ivory	darkgreen
TMEM87B	brown	brown
TMEM88	grey	grey
TMEM88B	grey	grey
TMEM8B	darkslateblue	darkslateblue
TMEM9	lightcyan	darkgreen
TMEM91	grey	grey
TMEM92	grey	grey
TMEM94	mediumpurple3	bisque4
TMEM97	darkturquoise	darkgreen
TMEM98	grey	grey
TMEM9B	darkorange2	darkgreen
TMF1	purple	darkgreen
TMIE	grey	grey
TMIGD2	violet	brown
TMIGD3	brown	brown
TMLHE	salmon	darkgreen
TMOD1	grey	grey
TMOD2	brown	brown
TMOD3	ivory	darkgreen
TMPO	black	darkgreen
TMPPE	purple	darkgreen
TMPRSS13	grey	grey
TMPRSS2	grey	grey
TMPRSS3	grey	grey
TMPRSS4	grey	grey
TMPRSS5	grey	grey
TMPRSS6	grey	grey
TMPRSS9	red	red
TMSB10	turquoise	darkgreen
TMSB15A	yellow	yellow
TMSB4X	grey	grey
TMTC1	grey	grey
TMTC2	black	darkgreen
TMTC3	black	darkgreen
TMTC4	skyblue	darkgreen
TMUB1	darkseagreen4	darkgreen
TMUB2	darkturquoise	darkgreen
TMX1	greenyellow	darkgreen
TMX2	darkolivegreen	darkgreen
TMX3	honeydew1	darkgreen
TMX4	midnightblue	darkgreen
TNC	blue	blue
TNF	brown	brown
TNFAIP1	darkturquoise	darkgreen
TNFAIP2	brown	brown
TNFAIP3	brown	brown
TNFAIP6	blue	blue
TNFAIP8	brown	brown
TNFAIP8L1	yellow	yellow
TNFAIP8L2	brown	brown
TNFAIP8L3	brown	brown
TNFRSF10A	palevioletred3	palevioletred3
TNFRSF10B	palevioletred3	palevioletred3
TNFRSF10C	grey	grey
TNFRSF10D	palevioletred3	palevioletred3
TNFRSF11A	brown	brown
TNFRSF11B	grey	grey
TNFRSF12A	blue	blue
TNFRSF13C	lightyellow	darkgreen
TNFRSF14	brown	brown
TNFRSF17	violet	brown
TNFRSF18	brown	brown
TNFRSF19	turquoise	darkgreen
TNFRSF1A	brown4	brown4
TNFRSF1B	brown	brown
TNFRSF21	brown	brown
TNFRSF25	pink	darkgreen
TNFRSF4	brown	brown
TNFRSF8	brown	brown
TNFRSF9	brown	brown
TNFSF10	darkmagenta	darkmagenta
TNFSF12	brown	brown
TNFSF13	lightyellow	darkgreen
TNFSF13B	brown	brown
TNFSF14	brown	brown
